LapStartTime,LapNumber,LapTime,Compound,TyreLife,TrackStatus,Stint,DistanceToDriverAhead,DriverAhead,Track,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:36:28.210000,3,0 days 00:01:39.165000,INTERMEDIATE,3.0,1,1,54.05611111111466,63,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:33.346000,3,0 days 00:01:34.228000,HARD,1.0,1,2,354.00750000001244,77,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:36.650000,3,0 days 00:01:32.940000,MEDIUM,3.0,1,1,167.1763888888836,20,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:36:48.455000,3,0 days 00:01:34.569000,SOFT,2.0,1,2,406.97305555554885,8,Budapest,0 days 00:36:05.642000,21.6,75.3,986.2,False,28.6,92,1.1
0 days 00:37:39.759000,4,0 days 00:01:53.821000,MEDIUM,1.0,2,2,,,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:37:45.035000,4,0 days 00:01:35.025000,INTERMEDIATE,4.0,2,1,,,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:37:48.456000,4,0 days 00:01:57.475000,MEDIUM,1.0,2,2,8.948888888899091,44,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:37:52.876000,4,0 days 00:01:57.261000,MEDIUM,1.0,2,2,3.6086111111326318,3,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:37:55.491000,4,0 days 00:01:53.691000,MEDIUM,1.0,2,2,8.991666666639503,23,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:37:55.817000,4,0 days 00:01:37.019000,INTERMEDIATE,4.0,2,1,523.7936111111085,33,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:37:57.400000,4,0 days 00:01:55.830000,MEDIUM,1.0,2,2,3.890277777767551,6,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:38:00.316000,4,0 days 00:01:51.950000,MEDIUM,1.0,2,2,198.08111111113976,44,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:38:02.371000,4,0 days 00:01:40.339000,INTERMEDIATE,4.0,2,1,29.27027777778494,55,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:38:02.727000,4,,SOFT,1.0,2,2,7.711944444434266,23,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:38:03.692000,4,0 days 00:01:52.900000,SOFT,1.0,2,2,2.305277777759329,63,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:38:04.406000,4,0 days 00:01:39.756000,INTERMEDIATE,4.0,2,1,22.387500000020736,11,Budapest,0 days 00:37:05.650000,21.4,74.3,986.2,False,27.9,116,1.4
0 days 00:38:06.198000,4,0 days 00:01:51.984000,MEDIUM,1.0,2,2,23.150277777813244,11,Budapest,0 days 00:38:05.650000,21.3,74.7,986.3,False,27.0,91,1.5
0 days 00:38:07.375000,4,0 days 00:01:45.277000,INTERMEDIATE,4.0,2,1,37.07527777779069,6,Budapest,0 days 00:38:05.650000,21.3,74.7,986.3,False,27.0,91,1.5
0 days 00:38:07.574000,4,0 days 00:01:32.358000,HARD,2.0,2,2,7.301111111106366,16,Budapest,0 days 00:38:05.650000,21.3,74.7,986.3,False,27.0,91,1.5
0 days 00:38:09.590000,4,0 days 00:01:35.575000,HARD,1.0,2,2,48.09444444442852,16,Budapest,0 days 00:38:05.650000,21.3,74.7,986.3,False,27.0,91,1.5
0 days 00:38:11.024000,4,0 days 00:01:35.218000,SOFT,5.0,2,2,36.81000000000495,20,Budapest,0 days 00:38:05.650000,21.3,74.7,986.3,False,27.0,91,1.5
0 days 00:38:13.645000,4,0 days 00:01:33.140000,MEDIUM,2.0,2,2,95.4322222222454,55,Budapest,0 days 00:38:05.650000,21.3,74.7,986.3,False,27.0,91,1.5
0 days 00:38:23.024000,4,0 days 00:01:31.821000,SOFT,3.0,2,2,147.8786111111276,55,Budapest,0 days 00:38:05.650000,21.3,74.7,986.3,False,27.0,91,1.5
0 days 00:39:20.060000,5,0 days 00:01:47.204000,MEDIUM,1.0,2,2,,,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:32.836000,5,0 days 00:01:51.736000,MEDIUM,1.0,2,2,60.585277777776355,33,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
0 days 00:39:33.580000,5,0 days 00:01:25.898000,MEDIUM,2.0,2,2,141.7927777777404,3,Budapest,0 days 00:39:05.649000,21.2,75.3,986.2,False,26.8,93,1.7
